ID,set1,set2,set3,set4,set5,set6,set7,set8,set9,set10,set11,set12,set13,set14,set15
866,4,5,0,6,4,6,2,1,5,4,4,0,0,0,4
867,4,5,0,2,4,7,0,0,2,4,1,4,0,0,5
868,4,4,0,3,0,7,0,0,2,4,4,2,1,0,5
869,4,4,0,6,6,7,0,2,0,0,4,2,0,0,5
870,4,5,4,6,4,7,0,0,0,4,4,0,1,0,5
871,0,5,1,6,4,2,0,0,2,0,4,0,4,0,5
872,6,1,0,6,4,7,0,0,4,4,0,2,0,1,5
873,4,4,0,6,4,7,0,0,0,0,0,0,0,0,5
874,5,5,0,5,4,7,1,2,1,4,4,0,0,4,5
875,4,4,0,6,5,7,4,5,0,4,6,0,0,0,5
876,4,5,0,6,4,7,2,0,0,4,4,3,0,0,5
877,1,5,2,6,4,6,2,0,0,4,4,0,0,0,7
878,4,5,2,4,4,7,0,0,0,4,4,0,0,0,5
879,4,1,1,7,4,7,1,0,0,6,4,1,0,0,0
880,4,5,0,6,4,6,0,0,0,4,4,1,0,2,5
881,4,5,0,6,4,3,0,2,2,4,5,1,0,0,1
882,4,1,0,6,0,4,2,1,6,4,4,0,0,1,5
883,4,7,2,6,4,7,2,0,6,4,4,0,0,0,5
884,4,5,0,6,4,5,0,0,0,5,4,0,0,6,5
885,4,7,0,2,4,7,1,0,1,4,4,0,2,1,1
886,4,5,0,4,4,7,0,0,0,0,4,5,0,4,7
887,4,5,4,2,4,7,6,2,0,4,7,1,2,1,0
888,4,5,0,4,5,7,4,0,4,4,6,1,4,0,5
889,6,4,0,6,4,7,0,0,0,4,7,0,0,0,5
890,4,5,1,4,4,4,2,0,1,5,4,0,0,1,7
891,4,5,0,2,4,7,2,0,1,4,6,2,0,0,5
892,5,5,1,6,4,5,4,0,0,4,4,1,1,0,1
893,4,5,1,6,4,7,0,4,0,4,6,2,6,0,7
894,4,3,3,6,4,7,0,0,3,6,5,4,0,0,5
895,2,5,0,7,4,4,0,0,0,4,6,0,4,0,4
896,0,5,0,3,4,6,1,1,4,4,4,4,0,0,5
897,4,5,0,7,4,7,0,0,0,4,5,7,0,2,5
898,7,5,4,6,4,7,0,0,2,5,0,0,1,0,5
899,4,5,0,2,4,1,0,2,0,0,4,2,0,0,1
900,4,5,0,6,5,5,0,0,2,4,5,1,0,0,5
901,4,5,0,6,6,7,0,0,0,4,4,2,0,0,5
902,6,7,0,6,4,7,0,0,0,4,6,0,0,0,7
903,4,5,0,6,6,5,0,0,3,6,5,0,0,0,5
904,4,7,0,0,5,7,0,0,1,5,4,0,0,0,5
905,4,5,2,5,6,7,6,0,2,4,6,0,0,0,1
906,0,5,2,7,4,6,0,0,0,5,4,1,0,0,5
907,6,5,0,4,4,7,0,0,0,5,4,4,0,2,5
908,4,5,0,6,4,3,0,0,0,4,4,2,0,0,6
909,5,5,0,7,4,7,1,0,4,4,4,0,3,1,5
910,6,4,0,6,4,7,0,0,1,0,4,0,3,5,4
911,6,1,0,6,4,7,0,4,0,4,0,0,4,2,4
912,2,5,0,6,0,7,0,4,3,0,0,2,4,0,5
913,6,7,2,6,1,7,0,0,1,4,4,0,3,2,1
914,2,5,0,6,4,7,0,1,2,4,4,0,0,4,5
915,6,5,0,6,2,7,0,1,2,1,4,4,0,0,0
916,4,5,0,6,4,7,0,0,4,4,4,1,0,1,5
917,0,4,4,6,4,5,1,4,0,6,4,0,3,0,1
918,4,7,0,7,4,7,0,0,4,4,5,0,0,0,4
919,4,1,2,6,4,5,0,0,0,5,4,0,0,0,4
920,4,1,2,6,5,4,0,0,4,2,3,2,2,2,5
921,2,7,0,6,4,3,0,5,0,4,4,0,0,0,5
922,4,4,1,6,4,6,0,2,2,0,4,0,0,0,7
923,2,5,0,6,4,7,0,0,0,0,0,0,2,3,1
924,5,5,4,6,5,7,1,0,2,4,0,0,0,0,5
925,5,3,4,2,4,4,0,1,0,4,4,2,2,0,5
926,4,5,0,6,5,1,2,0,0,4,4,0,0,2,5
927,0,5,0,2,4,7,0,0,0,5,4,2,0,0,1
928,0,5,1,6,6,7,0,5,4,4,4,4,0,0,5
929,0,1,0,6,4,3,2,0,0,5,5,0,0,0,5
930,0,5,0,6,4,2,0,0,0,4,4,0,0,2,5
931,4,5,0,2,4,4,0,0,4,4,4,4,0,4,5
932,4,3,4,6,4,3,0,4,4,2,4,0,0,0,5
933,0,1,0,2,4,6,1,5,4,4,4,1,2,0,1
934,2,5,0,6,4,7,0,4,2,5,6,1,2,0,1
935,5,5,4,6,6,7,2,0,0,4,5,4,0,0,7
936,4,4,0,6,4,5,0,0,2,4,3,0,4,0,3
937,4,5,2,7,4,7,0,0,2,4,4,0,0,0,1
938,2,5,0,6,4,7,1,0,2,0,4,6,2,0,5
939,4,5,2,6,6,7,0,1,6,5,4,4,0,0,7
940,5,5,1,6,5,7,0,0,0,4,7,1,0,0,5
941,4,5,0,4,4,7,0,1,4,6,5,1,2,0,1
942,4,5,0,6,4,7,0,0,0,4,6,0,2,0,7
943,4,4,2,4,4,7,0,0,0,1,4,0,2,0,5
944,5,5,0,4,4,6,0,0,1,7,4,2,0,0,5
945,0,7,2,6,0,2,0,4,0,3,4,0,0,0,5
946,4,5,4,7,0,3,0,2,0,6,4,1,0,0,7
947,3,1,1,3,5,3,0,0,1,6,7,0,0,0,4
948,0,5,0,6,4,3,0,0,1,4,4,0,0,0,5
949,0,5,0,6,6,7,0,0,5,6,4,0,2,0,7
950,0,1,0,6,4,7,4,0,1,4,4,4,0,1,1
951,4,1,0,6,1,7,1,0,0,4,4,0,3,4,5
952,4,5,0,6,4,7,0,0,1,0,4,0,0,4,1
953,0,5,2,6,4,7,0,0,0,6,6,0,2,2,5
954,4,5,3,2,4,7,0,2,0,4,4,0,0,0,5
955,0,5,5,4,7,7,0,0,0,6,5,4,2,0,5
956,5,5,0,3,5,7,0,0,4,4,4,0,0,0,5
957,4,5,0,3,4,5,2,2,3,4,4,0,0,6,1
958,4,5,4,6,6,4,2,3,0,4,0,0,0,4,1
959,6,1,0,6,0,7,5,2,2,4,0,4,4,0,5
960,4,5,4,6,6,5,7,0,0,4,6,0,0,0,5
961,0,1,1,6,4,7,0,1,2,4,4,4,0,0,5
962,4,1,0,6,4,7,0,0,0,4,1,0,0,0,7
963,5,4,0,4,4,3,0,0,0,0,4,3,0,4,5
964,4,5,0,6,4,4,0,1,0,4,4,0,2,3,7
965,0,5,6,6,4,3,0,0,4,6,4,0,1,0,5
966,4,7,2,6,5,7,1,0,0,4,4,4,2,0,1
967,6,5,0,6,5,7,0,4,0,4,4,0,0,0,5
968,5,5,2,6,6,5,1,2,0,6,4,4,5,0,5
969,4,5,0,6,4,7,0,0,0,3,5,4,0,0,5
970,4,5,0,6,4,5,0,2,0,4,4,4,2,0,5
971,0,7,0,7,4,3,1,4,4,4,5,0,1,1,5
972,4,5,4,6,4,7,0,0,2,4,4,0,0,0,5
973,4,5,1,6,0,7,0,0,0,4,4,1,0,0,0
974,4,5,0,3,4,3,0,1,3,4,4,2,0,0,5
975,4,0,1,6,2,3,1,0,0,4,4,1,0,0,1
976,6,5,0,4,4,7,1,0,0,6,4,0,0,0,1
977,4,5,0,6,4,7,4,0,1,0,4,0,0,0,1
978,4,5,0,6,4,3,0,0,0,4,1,0,0,1,1
979,4,5,0,5,4,7,0,0,0,4,4,0,0,1,7
980,4,5,0,2,0,5,0,0,1,4,4,0,0,0,7
981,4,4,0,6,4,7,0,4,1,0,4,0,1,0,7
982,4,5,0,6,4,5,4,1,4,4,4,4,0,2,1
983,0,7,2,6,4,7,1,0,0,0,5,0,0,0,5
984,1,5,6,4,6,5,0,0,0,4,5,0,0,3,5
985,4,5,4,6,4,7,0,0,0,4,4,0,0,1,5
986,4,4,0,6,0,7,0,1,1,4,4,0,0,6,4
987,7,5,0,7,0,7,0,0,2,4,4,2,0,4,1
988,4,1,0,2,4,7,4,0,0,4,4,0,0,0,5
989,0,5,4,6,4,7,0,0,1,4,4,0,2,1,1
990,4,7,2,2,4,7,0,1,1,4,4,0,1,4,4
991,4,5,0,6,4,7,0,1,0,4,6,0,0,0,7
992,6,5,0,6,5,7,5,2,0,4,4,1,1,0,4
993,4,5,0,2,4,7,2,2,2,6,1,0,1,0,5
994,4,5,2,4,4,2,0,0,0,4,0,0,0,0,5
995,5,7,0,6,5,7,4,2,0,4,6,0,1,0,7
996,4,5,4,0,4,5,0,1,2,0,4,1,0,0,2
997,4,5,0,6,6,7,4,0,2,4,4,0,4,1,5
998,1,5,4,6,0,7,4,0,0,6,4,0,0,5,5
999,3,5,0,7,0,7,0,0,2,4,4,2,0,4,5
